CustomerID,TransactionDate,Amount,SubscriptionType,PaymentMethod,Churn
371,2024-10-12,76,Premium,Debit Card,0
372,2024-09-23,112,Basic,Credit Card,1
373,2024-09-22,319,Basic,PayPal,1
374,2025-01-08,419,Premium,PayPal,1
375,2024-05-05,453,Premium,Credit Card,1
376,2024-06-13,134,Basic,Credit Card,1
377,2024-06-10,126,Enterprise,PayPal,1
378,2024-11-22,481,Enterprise,Debit Card,1
379,2024-08-07,260,Enterprise,PayPal,1
380,2024-03-19,330,Premium,Debit Card,0
381,2024-11-27,444,Enterprise,Credit Card,1
382,2024-11-25,379,Enterprise,Credit Card,1
383,2024-10-11,235,Premium,Credit Card,0
384,2024-03-15,197,Enterprise,PayPal,1
385,2024-07-04,196,Basic,Credit Card,1
386,2024-07-04,85,Premium,PayPal,1
387,2024-09-24,282,Basic,Debit Card,0
388,2024-03-27,478,Enterprise,Debit Card,1
389,2024-05-28,158,Basic,Debit Card,0
390,2024-10-10,204,Premium,Credit Card,1
391,2024-05-30,373,Enterprise,Debit Card,0
392,2025-01-26,293,Premium,Credit Card,0
393,2024-12-31,482,Enterprise,PayPal,1
394,2024-11-14,53,Premium,Credit Card,1
395,2024-09-30,463,Premium,Debit Card,1
396,2025-01-31,455,Basic,Credit Card,0
397,2024-05-14,179,Premium,Credit Card,1
398,2024-06-17,103,Premium,PayPal,0
399,2024-05-04,233,Basic,Credit Card,0
400,2024-06-10,287,Enterprise,Debit Card,0
401,2024-08-05,47,Enterprise,Credit Card,0
402,2024-10-25,279,Premium,Credit Card,1
403,2024-03-02,491,Basic,Debit Card,0
404,2024-12-18,244,Enterprise,Credit Card,1
405,2025-01-08,120,Basic,PayPal,1
406,2024-09-13,387,Premium,Debit Card,0
407,2024-03-15,419,Basic,Debit Card,1
408,2024-07-24,177,Premium,Credit Card,1
409,2024-05-17,63,Enterprise,PayPal,1
410,2025-01-05,406,Enterprise,PayPal,1
411,2024-03-07,136,Enterprise,Debit Card,1
412,2024-10-18,487,Enterprise,Debit Card,1
413,2024-11-25,284,Basic,Credit Card,0
414,2024-09-19,51,Basic,Debit Card,0
415,2024-12-21,50,Basic,PayPal,1
416,2024-10-24,59,Premium,Credit Card,1
417,2024-09-14,496,Enterprise,Credit Card,1
418,2024-09-08,396,Enterprise,PayPal,1
419,2024-09-08,168,Enterprise,PayPal,0
420,2024-10-31,341,Basic,Debit Card,0
421,2024-03-29,408,Basic,PayPal,0
422,2024-10-19,191,Enterprise,Credit Card,1
423,2024-09-17,190,Premium,Credit Card,0
424,2024-09-09,438,Basic,PayPal,1
425,2024-09-06,175,Enterprise,Debit Card,1
426,2024-05-25,241,Enterprise,Credit Card,0
427,2024-05-09,215,Enterprise,Debit Card,1
428,2024-07-19,364,Premium,PayPal,1
429,2024-11-24,473,Enterprise,Debit Card,1
430,2024-03-17,59,Basic,Credit Card,1
431,2024-08-06,417,Premium,PayPal,0
432,2024-07-31,410,Premium,Credit Card,1
433,2024-11-20,155,Enterprise,Credit Card,1
434,2024-12-29,307,Basic,PayPal,1
435,2025-01-15,154,Basic,Debit Card,1
436,2024-06-10,25,Enterprise,PayPal,1
437,2024-07-18,94,Enterprise,Credit Card,1
438,2024-06-30,225,Basic,Credit Card,0
439,2024-07-24,491,Premium,Credit Card,1
440,2025-02-01,61,Premium,PayPal,1
441,2024-08-05,45,Enterprise,PayPal,1
442,2024-10-06,116,Enterprise,PayPal,1
443,2024-08-19,228,Basic,PayPal,1
444,2024-04-03,432,Basic,Debit Card,1
445,2025-01-22,346,Basic,Credit Card,0
446,2024-07-13,418,Basic,Debit Card,0
447,2025-01-06,380,Enterprise,Credit Card,1
448,2024-10-11,495,Enterprise,Credit Card,0
449,2024-09-29,307,Basic,Debit Card,1
450,2025-01-15,263,Enterprise,PayPal,1
451,2024-08-18,414,Enterprise,Credit Card,0
452,2024-04-07,77,Basic,PayPal,1
453,2024-09-05,482,Premium,Debit Card,1
454,2024-07-24,196,Premium,Credit Card,0
455,2024-07-01,133,Basic,PayPal,0
456,2024-06-07,39,Premium,Debit Card,1
457,2024-07-14,194,Enterprise,Credit Card,1
458,2024-12-11,298,Premium,Debit Card,1
459,2024-03-08,368,Basic,PayPal,1
460,2024-06-04,483,Basic,Credit Card,1
461,2025-02-23,482,Premium,Credit Card,0
462,2024-09-07,62,Premium,Credit Card,1
463,2024-08-07,409,Enterprise,Debit Card,1
464,2024-09-04,186,Premium,Debit Card,0
465,2024-09-13,481,Premium,Debit Card,0
466,2024-12-13,142,Premium,Debit Card,1
467,2024-07-21,371,Enterprise,PayPal,1
468,2024-03-12,496,Premium,Debit Card,1
469,2024-04-16,86,Enterprise,Debit Card,1
470,2024-07-10,359,Enterprise,Debit Card,1
471,2024-05-23,69,Basic,PayPal,0
472,2025-01-20,464,Basic,PayPal,1
473,2024-06-20,376,Enterprise,Credit Card,0
474,2025-01-04,474,Enterprise,Debit Card,1
475,2025-02-04,320,Enterprise,Credit Card,1
476,2024-11-08,100,Basic,Credit Card,1
477,2024-09-30,428,Enterprise,PayPal,1
478,2025-01-16,462,Basic,PayPal,0
479,2024-08-29,307,Basic,Credit Card,1
480,2024-09-25,334,Enterprise,Credit Card,1
481,2024-06-26,289,Enterprise,Debit Card,0
482,2024-09-21,208,Enterprise,PayPal,0
483,2024-03-22,464,Basic,PayPal,1
484,2024-08-25,127,Premium,Credit Card,1
485,2024-05-24,192,Enterprise,PayPal,1
486,2024-07-13,407,Premium,Credit Card,1
487,2024-10-16,64,Premium,Credit Card,1
488,2024-05-29,280,Premium,PayPal,1
489,2024-04-17,14,Premium,Debit Card,0
490,2024-11-26,110,Premium,PayPal,1
491,2024-04-02,397,Basic,Credit Card,0
492,2024-11-01,295,Basic,Credit Card,0
493,2024-11-04,477,Basic,Debit Card,1
494,2024-06-07,62,Premium,Credit Card,0
495,2024-12-04,227,Basic,Debit Card,1
496,2024-06-22,338,Enterprise,PayPal,1
497,2024-08-24,295,Premium,Debit Card,0
498,2024-03-28,249,Enterprise,Credit Card,1
499,2024-03-09,223,Premium,Credit Card,1
500,2024-07-12,113,Premium,Debit Card,1
501,2024-08-08,370,Premium,PayPal,1
502,2024-10-15,373,Premium,Debit Card,1
503,2024-08-31,231,Enterprise,Credit Card,0
504,2024-08-19,349,Premium,PayPal,0
505,2025-02-24,357,Premium,Debit Card,1
506,2025-01-22,198,Basic,Debit Card,1
507,2024-05-19,336,Premium,Debit Card,1
508,2024-05-01,333,Premium,Credit Card,1
509,2024-09-14,485,Premium,Credit Card,0
510,2025-01-20,320,Premium,Credit Card,0
511,2024-05-04,108,Premium,PayPal,1
512,2025-01-22,106,Premium,PayPal,1
513,2024-03-28,336,Enterprise,PayPal,0
514,2024-08-31,82,Enterprise,Credit Card,1
515,2024-12-08,491,Premium,PayPal,1
516,2024-03-23,265,Enterprise,PayPal,1
517,2024-06-06,240,Basic,Debit Card,1
518,2024-11-27,179,Basic,Credit Card,1
519,2024-11-16,491,Premium,Debit Card,0
520,2024-03-01,342,Premium,Credit Card,0
521,2025-01-16,166,Enterprise,Credit Card,0
522,2024-12-16,428,Basic,PayPal,0
523,2024-06-27,438,Premium,Debit Card,1
524,2025-01-19,467,Basic,Debit Card,0
525,2024-08-19,231,Enterprise,PayPal,1
526,2024-08-13,373,Premium,Debit Card,1
527,2024-03-23,355,Premium,Debit Card,1
528,2024-11-25,108,Premium,Credit Card,1
529,2024-10-29,229,Basic,Debit Card,1
530,2024-10-20,422,Enterprise,Debit Card,1
531,2024-05-15,253,Basic,Credit Card,1
532,2025-02-12,463,Basic,PayPal,0
533,2024-07-25,268,Premium,Credit Card,0
534,2024-10-04,486,Enterprise,PayPal,1
535,2025-02-08,450,Enterprise,PayPal,1
536,2024-03-30,203,Premium,Credit Card,1
537,2024-11-01,384,Enterprise,Credit Card,1
538,2024-07-02,159,Premium,PayPal,1
539,2025-02-16,376,Premium,Credit Card,1
540,2024-05-29,164,Enterprise,Credit Card,1
541,2024-08-22,31,Enterprise,Debit Card,0
542,2024-11-30,467,Enterprise,Credit Card,1
543,2024-05-23,125,Enterprise,Credit Card,1
544,2024-12-21,122,Basic,Debit Card,1
545,2024-10-06,442,Premium,PayPal,1
546,2025-01-13,220,Premium,PayPal,1
547,2025-02-19,33,Premium,Credit Card,1
548,2024-04-22,292,Premium,Credit Card,0
549,2024-10-23,301,Basic,PayPal,1
550,2024-09-26,372,Enterprise,Credit Card,1
551,2024-07-05,410,Enterprise,PayPal,0
552,2024-11-21,65,Enterprise,PayPal,1
553,2024-06-18,275,Premium,Debit Card,1
554,2024-12-19,63,Basic,Debit Card,0
555,2024-09-15,346,Basic,Credit Card,1
556,2024-03-04,117,Enterprise,Credit Card,1
557,2024-04-15,211,Premium,PayPal,1
558,2024-10-10,211,Enterprise,Credit Card,1
559,2024-04-25,431,Premium,Debit Card,1
560,2024-11-07,346,Enterprise,PayPal,0
561,2024-05-27,392,Enterprise,PayPal,0
562,2024-12-15,483,Basic,Credit Card,1
563,2024-12-13,227,Premium,PayPal,1
564,2024-11-04,252,Basic,PayPal,0
565,2024-06-03,363,Basic,PayPal,0
566,2024-07-20,397,Enterprise,Debit Card,1
567,2024-05-15,187,Premium,PayPal,0
568,2024-06-12,484,Premium,Debit Card,1
569,2025-02-01,70,Enterprise,PayPal,1
570,2024-11-20,414,Enterprise,Credit Card,1
571,2025-01-26,45,Enterprise,Credit Card,1
572,2024-12-17,367,Premium,PayPal,0
573,2025-02-25,55,Enterprise,Credit Card,1
574,2024-10-22,104,Enterprise,Debit Card,0
575,2024-04-27,336,Basic,PayPal,1
576,2024-08-26,53,Enterprise,Debit Card,1
577,2025-01-24,329,Enterprise,PayPal,1
578,2024-06-04,235,Premium,Debit Card,1
579,2024-06-09,155,Enterprise,Credit Card,0
580,2024-03-27,481,Premium,Debit Card,1
581,2025-01-14,278,Basic,Debit Card,1
582,2024-10-05,22,Basic,Credit Card,1
583,2024-07-05,34,Premium,Credit Card,0
584,2024-11-10,270,Enterprise,PayPal,1
585,2024-12-06,137,Premium,PayPal,1
586,2025-01-23,48,Enterprise,Debit Card,1
587,2025-02-15,166,Enterprise,PayPal,1
588,2024-07-17,373,Enterprise,Debit Card,1
589,2025-01-22,194,Premium,PayPal,1
590,2025-01-12,183,Basic,Credit Card,0
591,2024-03-28,426,Premium,Credit Card,1
592,2025-01-06,481,Enterprise,Credit Card,1
593,2024-11-06,403,Premium,Credit Card,0
594,2024-10-20,195,Basic,Debit Card,1
595,2024-04-22,290,Premium,Credit Card,1
596,2025-01-24,498,Basic,Credit Card,1
