User ID,Session Duration (minutes),Page Views,Browsing Behavior,Clickstream Data,Churn
b3362069-31f3-423f-8a7a-39cf67bc4b90,14,8,Exploratory,Although treatment want of check do.,Yes
4e0ec030-9c2d-4137-b6f6-cf9fe691a13e,31,11,Exploratory,Performance real worry sound plant.,No
5855f084-89e7-4f80-8c1f-f86e07848717,48,13,Exploratory,Before court white gun.,No
acb2d53f-e2ed-4390-bedd-f35655c9b861,15,7,Focused,Fund generation message identify.,No
2a774194-1cf7-4baa-aa85-9406e47e099c,8,13,Casual,Remember certainly eat dinner. Make onto minute.,Yes
ba0556a6-5ea7-424e-a541-3940df707661,14,2,Focused,Especially arm shoulder generation then.,Yes
468d9a9f-c9e8-4f30-9568-23d36a99e888,23,6,Exploratory,Either available story action lot energy level.,No
d65748b7-47bb-4814-a64b-cdba72d1d18f,57,9,Casual,Thousand though forward yourself.,Yes
e895c8b8-a492-4d1e-8ed0-b9d59d3a29bd,40,2,Focused,South front risk claim.,Yes
c3d08024-551a-432a-a8d9-5c3122e9d006,21,18,Casual,Director to with arm old gun skill.,Yes
06763490-a33c-4afe-a82d-9310a036cc13,16,16,Exploratory,System month big black.,Yes
990c2d0b-df49-4026-a3d9-ad4a00f20008,45,12,Focused,Long herself eye every white cup its.,Yes
15a2e613-4f9c-4a43-a4f3-bd10b70b6c08,18,7,Casual,Stage to fast. We nor along issue firm southern.,Yes
c9c4b466-c8f0-4d9e-8bd3-c9c40d4a5a96,47,7,Focused,Piece four mother organization maybe.,No
466b44d1-b2f5-4660-a252-b6b64d25d668,53,17,Exploratory,Expert structure economic nation.,No
8c6a73ea-8bf8-4134-a9d2-595058f8ac06,24,13,Casual,Benefit hour born start.,No
f1b55abb-32e0-4778-b707-06daa8a55457,26,11,Exploratory,Serve class baby data citizen safe.,No
ae2bcad6-1d0c-40c0-82dd-30efcb3288a3,25,6,Casual,Language wish majority owner hundred after.,No
6e5b3dc8-9333-4fb1-bc3e-56b270a6e55a,45,14,Exploratory,Player often other cost. Sport he church.,Yes
3f491be5-ba60-4b74-a54c-84471ab78c29,41,6,Exploratory,Effect administration range offer.,Yes
297a83bf-d59c-4ce1-a766-037342cfae5f,29,6,Focused,Born material ability lose.,Yes
dce33cf2-9173-4fa1-8f6c-550349c7ef97,15,2,Exploratory,Happen sign win two argue audience. Bad write in.,No
ab9aa950-7c71-46e9-8cf7-0832886976c9,45,15,Focused,Individual law this picture.,No
88b0300c-5409-492c-954d-821ee6f8e1e1,1,17,Exploratory,May production number now pull although support.,Yes
441b45f9-c786-4f3f-a118-b8d01599d9c8,25,8,Exploratory,Across million pressure brother.,No
1fb97b56-2499-45e3-ba76-9e6409a6e1ce,7,5,Exploratory,Training soon key save guy.,Yes
29459c87-6eae-432e-9b77-08eee8170ca5,9,17,Casual,Painting bit popular event.,Yes
57094cd0-88fb-4624-bff0-352054e7d1b7,24,1,Focused,Check view message conference these evidence bar.,Yes
c3b1a6b9-4d74-46a8-93ac-eb5acdb8438a,1,18,Casual,Month finish environmental least its grow.,No
883442e8-758c-4e1e-89cf-536b3ab45769,44,15,Focused,Office grow everything trip kid.,No
f3933953-9b7e-40c8-acfe-ebd60ce2f7fb,8,5,Exploratory,Say camera very leave. Someone none will put.,Yes
37e9098b-0092-4f6b-a12c-c611612ad2e1,24,7,Casual,Old positive threat myself.,Yes
b9fa4582-fe0d-4768-8e71-51301b388bb3,11,18,Focused,Three left movie call church floor measure that.,No
698adf2c-22d6-4b63-ab1c-417ebf75b85a,51,6,Exploratory,Media later free top either appear.,No
a00473c5-a4be-432b-aa1f-7cc7727b8251,17,5,Focused,White its fast expect. Against win type on radio.,No
8c29e43c-06c9-437b-9ec4-941690c596ea,8,19,Focused,Career nice school store.,No
6c1ecd2b-b037-418b-b19c-1366f3ff40b5,35,10,Exploratory,Culture note least rich free.,Yes
9ecc3bfa-876d-4820-b2b3-1346b43a5a0e,35,15,Casual,Rather hit hear hit sister.,Yes
d6136b3d-09b3-48e8-8918-28df198bf26b,33,10,Exploratory,Career food ahead follow response.,No
ac62180b-c8f6-408a-b76d-5649f91c8cc9,59,16,Casual,Here condition learn continue government article.,No
eaaec542-fcc2-4d35-bbed-cc7b84f23ffd,5,12,Focused,Situation behind education within light.,No
64ee93f5-858c-4ec0-a95f-04adf30c4e02,42,18,Focused,Tell still room on thus.,No
c0c9a39d-c53e-425b-978a-f2724076da35,39,1,Focused,Reflect ground really.,Yes
c240b4a0-5c33-4b20-aa49-e78ec35a6f94,58,16,Casual,Trial cost even.,No
cf251da4-3a8b-43ad-b301-39c8e11d39b7,41,6,Exploratory,Baby control of.,No
3fa1dc83-a91d-4965-be24-b5b7e895603e,28,3,Casual,Couple field per consumer bag ask.,Yes
1e9915cc-5278-440f-b97f-1f539718747b,7,2,Focused,Watch own walk manager shoulder.,No
d91bb44d-985d-47a7-acee-8385a5c42784,9,2,Focused,Community cause piece.,Yes
885c1fb9-68f5-4421-84ef-20cbee4be0eb,8,13,Exploratory,Half or grow note policy draw represent.,Yes
fbe68be3-9023-43f7-bb66-11ba18315945,12,9,Casual,Against forget stage should. Her her happy.,Yes
8aedb068-8b2b-462d-a31b-b71549a9abda,34,16,Focused,Ok test represent for.,No
beb7dfae-d229-4b7e-a2e5-01e391ac86a4,33,5,Casual,Success necessary half simple almost us.,Yes
9aeab7c0-9ce2-42d4-84c9-4f016fb8af05,48,7,Casual,Anything parent hold trip drive general realize.,No
f6b3b9e4-5c37-4b05-abe3-4784aa0edf92,55,13,Exploratory,Hospital cultural recent hand.,No
4ea5678a-5689-4697-a05f-63b1e22b4528,23,13,Exploratory,Employee affect letter democratic.,Yes
4ba3145e-b4c0-4fef-9335-ee9b188ddfee,24,7,Focused,Allow camera million interview others.,Yes
9b7c42b6-d86c-4ec2-88f9-e1922b3e4872,37,10,Exploratory,Method especially choose past leader city.,Yes
b26404b8-ffb1-444a-926c-a65524687fd0,35,15,Casual,Attack six tree water community.,No
c9d106c3-d130-4df6-a4bb-87ee148f48cc,44,6,Exploratory,Summer per plant maybe here field.,No
e2fca68a-87bc-41c3-8ed0-81b51757b22c,40,5,Casual,It least well represent. Stock phone might.,Yes
0d4968a4-17a6-480d-a8f7-512be027d5d7,22,2,Focused,Know ball capital edge. Week skin since former.,No
b5bf2f95-2f45-4ca2-8fa3-7b24c9bc3637,27,15,Casual,Drug attorney into other appear page language.,Yes
266fa1b7-edde-40b9-85c2-e9e9d583c20a,35,16,Exploratory,Concern young former. By such enjoy protect bar.,No
98c5e6c1-0da1-4ac8-a9e1-fe06cfe52286,1,19,Exploratory,Form say window foreign. Increase really foreign.,No
118792a7-4fb6-48c3-8618-d834088ed4e5,35,9,Focused,Culture give total window if.,No
3bfdd5ba-3539-4ea7-b6b0-3b1a37027e87,37,19,Exploratory,Discussion tend seek important trial share tend.,No
7c9a9987-262b-40f1-b99a-4b90f6ae09e9,47,7,Focused,Although speech participant forward participant.,Yes
188399d3-0bae-4a0d-ac85-8fb39811c7f2,14,4,Focused,Deal ball over single our air thought.,Yes
68c8eb47-025a-42f5-92a8-8b2e352203a7,3,3,Exploratory,Economic catch perform country them stage.,Yes
f59fb771-fc3a-4561-ab29-b11defd35ec6,1,11,Casual,Decade enter this local practice.,No
3098b7cf-07e6-43e5-ba74-30cf4201b365,5,1,Focused,Month who enough term wife.,No
ebf53887-2ee8-4582-a0d2-0fdf5779f952,26,6,Casual,Way including PM foreign.,Yes
bb0dc7d0-2f6e-48c3-8c8a-a0a084a207c4,55,11,Exploratory,Answer avoid he.,Yes
0ee01e2e-d8aa-4aa7-ac89-99708c5b3f43,14,1,Casual,Various together lay.,Yes
87c9b8ad-e950-4213-85c4-39f966b8c1bf,39,7,Casual,Total say feel race against everyone loss every.,No
7add01b8-0511-44a9-a575-db970e27430d,27,6,Casual,Anyone loss instead scene audience.,Yes
c48d77df-4006-4cf6-9bd2-ee3036326281,9,14,Casual,Last someone officer live.,Yes
d661febc-451e-484e-a22f-c691662f25d0,15,2,Exploratory,Compare it also voice especially.,Yes
25922b78-c688-4c8d-bc6e-a656e02ba864,15,4,Exploratory,Gas he consumer join change.,Yes
caddd461-62b9-4a99-bac9-c5e8fecbeba0,26,11,Casual,Remain operation usually civil ask small travel.,Yes
f66bee56-da61-4c4b-8403-816b50019e52,42,15,Exploratory,Cultural president today arm.,Yes
f29368cf-ead0-4a4c-893e-83aa8dc5cbd2,13,18,Exploratory,Throughout sense report.,Yes
2d1ff02d-2706-431e-9ca4-5a311c9007ea,51,1,Focused,Improve town south fly sort lawyer address.,Yes
c614f371-ca37-4264-8f95-c165690a3d57,32,3,Exploratory,Really budget whom state major doctor those.,Yes
59605df3-a9c5-40b4-bc8a-ed1e8dd963ca,39,3,Casual,Force staff lead it story.,No
474563a1-a91e-4e8d-a317-f738048c20dd,49,7,Exploratory,Common firm available church.,Yes
52833818-a5ab-4252-b9e6-91f215cd1e6b,52,1,Exploratory,Turn western town side research.,Yes
60f00d15-b9c3-404e-a78b-6df69660bdb2,32,11,Exploratory,Carry sport nice report phone.,Yes
db7dd06c-c23b-4cef-a83b-eebc959d34ea,4,6,Exploratory,Its somebody go quality.,No
701fd0a6-b565-4e9c-a45b-6b709a30189f,30,3,Focused,Marriage current direction training staff.,No
4416391f-64fc-4b44-8df3-509a8696a6f3,37,19,Casual,Model everybody center debate. Goal voice others.,Yes
1cd21c8c-a331-4e15-874f-72a88e2c2f24,23,2,Casual,High minute language yourself.,No
3d463699-4e0c-4a7c-8b11-0eb475836176,39,18,Exploratory,Oil who direction official door.,No
8a430758-9e4e-4d8b-aa9c-4508652e6d10,45,12,Exploratory,Price author stage forward determine tell both.,Yes
8503bb98-1116-4fe0-943f-ef839fd045ac,15,10,Focused,Include head student course.,No
5c486ad5-50e7-411f-9022-f5be7e10cdc2,43,5,Exploratory,Method make away your dog.,No
d8541253-38a3-4db1-8143-8a99ec6a234b,29,9,Focused,Feeling tough speak can use activity.,Yes
406a55a8-08cc-4851-8d49-c81e6072167f,36,2,Casual,Speak account return later truth look light.,Yes
0a6da019-ed3f-4df9-9f27-04848bbb9d8b,13,2,Casual,Fact gas include she.,No
59c8ecca-f4f3-4600-8846-1014885215ae,32,6,Focused,Even quite century crime operation nature these.,Yes
0f2b0def-45cc-486c-b1a7-5c0bbf4d0847,7,10,Casual,Voice poor wall professional single respond.,Yes
527ed38d-b7fe-4a33-98df-aee79165dfa9,59,18,Exploratory,Box arm talk happen early at.,Yes
b8997083-3787-4a73-a28a-bff0e1ad3794,51,12,Exploratory,Two poor arrive painting how.,No
ec69381d-cdd3-4303-ad0a-9238e83550d7,22,4,Focused,Maybe involve follow eat responsibility own.,Yes
77e57b57-05a9-45fe-b86a-5f4159ec8780,28,17,Casual,Floor until audience loss little subject debate.,No
e3f560d0-3144-4b1b-ae20-090daa49278a,2,15,Casual,Guess small thing family enter boy show.,No
107373e3-08d6-4e3d-afa2-ea7b823d9a1f,42,6,Focused,Kind friend task consider respond.,Yes
4269551d-d1f3-4742-a6e8-f6a1df86c4d8,45,16,Focused,By manage card kitchen.,No
21a5314b-8beb-41ca-969f-0838eb3c0832,57,17,Casual,Hour for dark member language since.,Yes
a9c4d2e3-c8e8-44f7-a5c2-739b2be6aa59,53,3,Focused,Speak range we everybody stand.,Yes
408ab403-1f20-454d-8cbf-4089902377d6,6,10,Exploratory,Direction rule say father adult.,Yes
a5280fc0-c95c-482b-8aa6-79ae899feb00,28,5,Casual,Method fish suddenly area control hotel beyond.,Yes
24fa1621-6625-494b-a69f-24ac29ca3242,28,14,Focused,Pattern hope pretty little six agency save.,Yes
9289091b-63c5-42cd-b16c-3d63f76550da,44,13,Focused,And economy fear sure.,No
be05500c-9a5a-4d87-b947-07c5272196d1,44,6,Focused,It will spring ask section.,No
8dc52c77-7c8a-4dee-84ef-19657d6dbeb8,20,12,Casual,Door list doctor sound time establish.,Yes
fddd5ad7-3ee6-4271-b721-c0b7e14071b7,30,8,Exploratory,Society including body.,No
e1dfb0d8-752e-4e67-870e-6ec421d9961b,11,5,Exploratory,Rate down resource loss almost land relate.,No
b717fa35-490c-43e6-9eed-34d8f677f7d7,58,15,Casual,Central someone design leg from decade.,No
563572e7-60c9-410b-94c9-3db44440008c,55,16,Focused,Loss grow current first under.,No
599d94a9-4af2-43ae-9341-481518a5b3a7,28,1,Casual,Soon tough course surface send.,Yes
745c7548-e048-4eec-8c4d-67d1f5e2d9cc,25,16,Casual,Camera man perhaps always.,Yes
03cacfb8-bd3f-488b-8150-5d3555edbacd,39,5,Focused,Authority forget manager man shoulder.,Yes
a9102709-be53-4230-99ba-3b479402f11e,33,3,Casual,Realize recognize future wait.,No
8077ef0f-9a0c-4a76-8493-eca5c6127bbd,1,15,Exploratory,Market available onto.,No
1f5968dc-dbbc-4f08-ba80-8d317997eda3,57,13,Casual,Beyond discover interesting.,Yes
77d052b1-7c2e-4b9f-955e-e098651fead6,27,16,Focused,Among article none job themselves.,Yes
16947cd3-5f29-4236-9926-410643bef7eb,57,11,Casual,Fill player dream full city.,No
13bce007-202c-4d70-ac0b-a6874b15510c,52,2,Exploratory,Western this sea trade economic born agent.,Yes
57ae568e-f5fa-4a1e-9f51-b72431c53cef,13,6,Casual,From board view education industry travel camera.,No
823f2fc1-5264-4d39-b6f0-a749e15feeef,41,6,Casual,Choice general full government.,Yes
e9443962-dd78-4081-8881-748e574d4c51,3,14,Casual,Machine result pattern call since him.,Yes
5758fe4b-5aee-4ec5-b93c-aba476008cab,39,11,Casual,True law then reveal vote race they.,No
edf9ac8e-4d95-4b03-b85d-e28f61278fe9,6,8,Focused,Another today film.,Yes
6870d6cc-4ca4-4fa9-8eb1-57c93cdc7086,8,8,Exploratory,Nation despite these can.,Yes
e9d4f8c6-0057-40b8-aadf-fe1629e16014,27,1,Exploratory,Role issue sea cell how market.,Yes
e4dd0817-b395-4969-ac82-3879b58c8bb8,9,7,Exploratory,Far arm data role police offer campaign behind.,Yes
dd117a81-5ced-4577-851e-f9c754613ee3,37,6,Casual,Interesting radio method get.,Yes
83a3ff41-faed-4cbe-904c-d233a592df12,33,8,Exploratory,They head lot head organization much understand.,Yes
79cee654-69fa-4fd5-8a79-245270551a3d,51,19,Focused,Product not word reach score seek defense.,No
1008bcf4-d283-4a57-848e-d31a929ef679,42,8,Casual,Deep knowledge Mrs.,No
468b0759-80ea-4776-828d-598499ce8c6d,44,14,Casual,I under get work indicate bag hot thought.,No
176a2bc3-9602-4c62-a21c-86fffdf2f695,24,18,Exploratory,Success challenge perform beat history.,No
228b8cff-887e-4ae8-8434-9ae13b214ed2,15,16,Casual,Response heart Mr expect game imagine.,No
f457799f-97e7-4f65-910b-ff7d2e4f1834,59,9,Casual,Air method agent environmental.,Yes
84fccf0a-011d-4cff-be34-b63d1cce99ab,54,15,Exploratory,Record score scene control for town.,Yes
276685c0-cde7-4c06-9f5e-1601d9aeeb0d,32,10,Focused,Manager wide answer. Already focus ground.,No
6288f13b-35a7-416f-a394-156827d36c1f,32,16,Focused,Discussion though Mr main room cause include.,Yes
8bcbe2ad-c9b4-405e-aae3-cb93f15ac4ff,24,4,Exploratory,Possible determine six group itself.,Yes
efb2d7d5-63c5-43b8-be80-70bf4b0a629f,41,13,Focused,Away though political poor region put thought.,Yes
f8654753-147f-4ae8-a5c8-1332d0616bcf,52,5,Focused,Chair per few treatment design window language.,Yes
261ab5ef-1acf-42a9-bf86-b8d958d98a19,49,7,Focused,Mr subject realize loss major.,Yes
55ea278c-e74d-4aa4-b107-ec97bd37497f,49,9,Casual,Though man must amount upon discover treat.,No
1beb87f8-2e82-4a51-bd7a-40c8ad006012,58,8,Casual,Out wall seven mouth.,No
32b000f1-d48b-40bc-b954-bcc3386dfb20,52,16,Casual,Difficult he magazine and.,Yes
195ef05b-9601-4b2d-b1d4-16f0e988dd1e,12,6,Focused,Fish enough debate imagine cup.,No
5c53d84d-56e0-4052-8b4f-fb47e67a8f3a,39,16,Casual,Result eat paper measure defense audience firm.,No
f56d6d19-0df8-4842-93cf-2bf29fbbcb54,2,6,Focused,Federal stock why institution physical.,No
cca05bd7-5bdf-43a4-9683-68d0077a14fa,3,14,Exploratory,Especially far social analysis.,No
e97d9d4d-f72e-48a7-9d04-58cf0df64a1f,49,1,Focused,Director chance great.,Yes
fdf61651-2647-4a1b-836f-6b27f4948f85,37,9,Casual,Enough prepare prove.,No
807cdd90-76ac-4ed6-953b-aae96659398c,49,13,Focused,Third what interesting relate.,Yes
61a4fded-5d0b-42b8-a1f2-3113fb23d200,56,19,Casual,Describe learn million.,No
746220d1-9782-440e-95dd-d1024fa8dd24,17,17,Casual,Decide evening pretty from. In law score.,No
50d832dc-be3e-4606-944e-d0b0a0254f2b,59,11,Exploratory,Program area over certain.,Yes
a508fe6d-8051-455e-aec7-eab7e8ba8572,49,8,Exploratory,Social mention can. Her well nature degree.,Yes
7a48951f-d46e-464f-a0f5-f6e112a2d60e,2,5,Casual,Law wall sell bit.,No
4365dc92-d999-42aa-8ea1-afd7b646c1e9,2,10,Focused,Meet food treatment clear mean room drug its.,No
a85b9a8d-e08a-469c-9289-b30c51e96122,28,7,Exploratory,Near wish ground entire finally assume process.,Yes
d840048a-136d-4d0f-9fb0-3d36acc897a1,54,10,Exploratory,Newspaper collection need off.,No
137bcadb-587c-41c3-b9b0-047e7daf49c2,23,4,Casual,The although customer.,Yes
c0f7e628-609c-43d2-b0fe-264b51a09027,37,9,Focused,Drive character magazine century.,Yes
00222d18-48e5-4e9d-be5f-bdf2bcbae63d,32,14,Exploratory,Per little walk between bad.,Yes
ab6cb4cf-1b75-46d3-8908-948bd6d491af,33,2,Exploratory,Religious per hard notice left prepare.,No
2bbf24e7-79a8-4523-8a18-21544639fa5e,1,9,Focused,Fill expect store world give.,Yes
982304ab-78ee-4e10-bf05-2592d26c2c72,19,1,Exploratory,Say year turn ago piece.,Yes
361aea32-ab02-411a-b654-a9efd417ed1f,2,10,Focused,Any middle like actually lawyer nearly building.,No
d535ba19-6189-4a80-aecc-221f2cd3509d,53,10,Casual,Fear food maintain heart actually wonder I.,Yes
d669168a-2ddb-4a3b-a367-179d27727410,44,3,Exploratory,Base six get send try line talk.,No
dc8524e8-0392-4ebe-a1ef-a5619fc7e076,26,6,Casual,Stock response decade address world avoid well.,No
a910586e-06e8-4b48-9857-915e69f49fd6,32,6,Focused,Sit company those per major plan field.,Yes
eeb3ae73-c385-4daf-b1e4-a2e72db35798,6,2,Casual,Build focus process us western ready personal.,No
