Customer ID,Churn Status,Date of Churn,Reason for Churn,Churn
c5fd545b-4498-4cbc-a363-15caf7db7756,0,2025-01-20,Unknown,No
c9c806d6-f7c6-42b3-90c4-044df44bf9c0,1,2025-01-26,Product,No
70249a39-c820-4997-a934-30553cc0f24a,0,2024-07-06,Service,No
3e6e11f8-8eb7-40d8-8e67-d45be1940a71,0,2025-02-05,Service,Yes
d454e97f-0561-47a4-9304-a56efbbf2147,0,2024-05-07,Price,Yes
70ede3ba-e86d-4575-8f25-8c9f5e5eca82,0,2025-01-11,Service,Yes
52c0c79f-29d6-4114-887b-4c15106517b0,0,2024-10-24,Service,No
7258745f-fff5-4400-8537-9ce642c51aa3,1,2024-09-04,Product,Yes
c39e28fe-cacc-4c88-9155-d4213d025976,0,2024-08-25,Unknown,Yes
5b65b964-fd73-4e02-89a6-315cb5f17d99,1,2025-02-16,Price,No
b58ea8aa-9091-4306-a531-310478683175,0,2025-02-11,Unknown,No
3c435ab8-09cf-48c3-afbc-f6c4412bd73a,1,2024-12-17,Product,Yes
ea13c91b-8a43-4203-bbde-b94135972929,0,2024-11-04,Unknown,No
f5ebd4fb-31d1-4ada-817e-7ee56b86c3fe,0,2024-09-18,Product,Yes
f2f7b09d-1b23-4862-ac86-9f9825c38a11,1,2024-11-27,Product,Yes
a2bc375e-5089-4672-9859-ef544df4559a,1,2024-09-15,Unknown,No
6446dd7e-2231-43eb-b2a4-85e1d828c33b,1,2025-02-04,Product,No
ef39080e-abf3-4c6a-974d-fc2100cbac35,0,2024-04-26,Product,Yes
c7cb3ae4-2639-454f-871f-e91170617841,0,2025-01-07,Unknown,No
d04f1150-e4ec-4082-b199-24d7adfd9775,0,2024-06-18,Price,No
f6e000ad-f379-4c7b-a9d8-000fa5da4a86,1,2025-02-25,Product,No
d4d424f3-58dc-4d12-8f32-694180c025cb,1,2024-10-13,Service,No
7130bc4a-93ca-4cda-abf5-e057daf76fc5,0,2024-09-16,Price,No
eda946c3-0cc7-48e0-bf37-6667110b43ab,0,2024-06-29,Product,No
3306eed6-d5af-4363-ba52-5984d69a2ed5,1,2024-08-28,Unknown,No
b06c6abd-83e6-4926-ba9b-c6f2fa7faa56,0,2025-02-02,Unknown,Yes
5d7b8123-d067-4fad-91fb-9d67b475b4b4,0,2024-07-01,Unknown,Yes
8d5505a7-f31f-4605-affb-e19064b7898c,0,2024-03-17,Unknown,No
badeb80a-d668-4c94-abb3-1ff924989d70,0,2024-07-02,Service,Yes
73e3b1bb-48bd-4c9f-8420-ec11a328cb8c,0,2024-12-25,Product,Yes
aa77ee1a-317f-41c1-8cc1-679affb6cb7f,1,2024-05-22,Unknown,No
0d02f4e0-e722-4ed8-9019-8c7a23712679,0,2025-01-28,Service,No
542b6c64-8416-4a5e-bed7-c62a592c9ec2,1,2024-07-28,Product,Yes
99c0fa0f-cd76-4a4c-b5d0-61f18910d70f,1,2025-02-11,Unknown,No
027e034c-09c3-40de-a2e7-e503da35c963,0,2024-04-26,Price,No
d935e7b0-7d2c-42a4-9c23-1c6e7eb46daa,0,2024-06-28,Unknown,Yes
26777e12-6412-468d-82ff-a43f5ce3f7c9,0,2024-09-21,Service,No
e07dd639-3c59-41bd-8f31-bb0a44663e67,0,2024-06-30,Price,No
7b904e08-4c2b-41a4-9e06-3dbea69cea8c,0,2025-02-08,Unknown,Yes
bf3d1352-2a7c-42c3-ab15-c9ce1a004d99,0,2024-10-25,Unknown,Yes
c6f372be-9724-4a4c-be33-abb5f94eebbb,0,2024-06-24,Unknown,No
cfd6cbff-5a67-4331-86b0-3e40a496a258,0,2024-06-16,Price,Yes
de914baa-da6f-4a15-8303-1bd4c6f9fd15,0,2024-09-07,Product,Yes
9556de30-440e-418b-87de-39d18919f47d,0,2024-09-17,Product,No
db36482a-d801-4ce7-8767-2715e5b73e9c,0,2024-04-25,Unknown,No
ab7b2277-7e2b-40b0-bc85-1c1e430977f9,1,2024-12-03,Price,No
c8b0c616-6364-4ef2-8eed-4934a659cdd8,0,2024-07-30,Product,No
e30da2c0-8e7d-4c88-a893-e927ec417116,0,2024-12-06,Price,Yes
6100cccf-01fe-4c54-b953-1643f4aefd99,0,2025-01-01,Unknown,No
f341e758-cac8-41f3-b5fc-2fc3d0f1f8b5,0,2024-07-26,Product,No
84453158-762e-4e86-b9e5-bf04fbc9270d,0,2024-12-30,Product,No
5774b390-f0fd-4afe-96be-6a4c87a95140,0,2024-08-10,Unknown,Yes
85b3b21b-3c4a-4446-8243-6965e86767bc,0,2024-08-28,Product,Yes
b8c0d70e-3ba8-4f1d-9459-2e477959f520,0,2025-02-19,Product,No
c2fcb4bd-88ad-4f91-968a-83f26c647681,0,2024-07-06,Unknown,Yes
21333889-35ec-4821-b7e2-a960557fb26c,1,2025-01-23,Product,Yes
76315efa-77ce-471c-8da6-b4eb11f7def8,0,2024-06-11,Product,Yes
0b9515ca-e9ed-4ecc-a81f-8d9a8a536b69,1,2024-10-19,Service,Yes
4f599ac7-6a6f-4380-b57c-b083c06398b8,1,2024-07-14,Product,No
51e55837-3470-4bc1-8b2f-fdfe1d70b2b6,1,2024-09-15,Product,Yes
cd85a616-59f2-4a9e-b39f-43e9ec2e525c,0,2024-08-20,Price,Yes
70887536-a5d3-4c5d-b50b-97ed3af1db1b,1,2024-11-14,Product,No
b1a2eee6-459e-4782-8c19-8f17513c284a,0,2024-10-07,Service,Yes
ee614898-1ae4-4948-b4f6-244e00df6d28,0,2024-09-16,Service,Yes
b8cdf7ac-376e-4ae2-af63-642ed46fc415,0,2024-06-08,Product,No
7dd5de6a-7c09-466c-bfd9-d545e6d4b1d9,0,2024-05-26,Price,No
cbbf90a7-d1c7-42c9-9c2f-d17d5a993eb3,0,2024-07-22,Service,Yes
bb70100f-82ff-4b7d-9bba-83534f7bc011,1,2024-12-05,Service,No
6eb0f64d-2a91-43aa-9d2f-1bae322e0800,0,2024-10-07,Unknown,No
c05376cf-8fae-4fa1-ad06-71200d517269,0,2024-09-17,Service,Yes
df27447a-0734-47f2-ada0-4921473729c4,0,2024-11-01,Unknown,No
c038e4f0-844c-43dd-a0e3-3a00409902da,0,2024-10-12,Product,No
802b2c67-250b-4084-9d45-07e68be7350b,0,2024-02-29,Service,Yes
c5498498-194f-4d8d-a6c7-8e9f01c8d818,0,2025-02-19,Unknown,No
0be9fa26-786f-44b8-84c9-3129ddf6cd6e,0,2024-03-18,Service,No
19dd13dd-c9f2-43bb-8601-7217c7bbea89,0,2024-11-08,Service,No
cb9015fb-0ea3-4a03-a1a2-f93cfc6bd00f,0,2025-01-27,Service,Yes
77b7801a-c172-43f9-b8f5-087c146a65fc,1,2024-04-11,Service,Yes
ccd9f61d-0803-4058-98a7-f481711896d1,0,2025-01-01,Price,Yes
9a33b860-52f5-4856-9d2f-1e1f77dddd5a,0,2024-09-30,Unknown,No
3fa987e0-4e94-4aa8-9ae2-f559ae3e7838,0,2025-02-18,Product,Yes
eb14facf-5bc1-4ede-a35d-b09b23a7b51c,0,2024-07-23,Unknown,Yes
22f3fb2f-cdb9-470c-b79b-e4a5c140bb63,0,2024-04-11,Price,Yes
081526d6-4b0e-482b-91d0-0a29e2ac6d18,0,2024-07-12,Product,No
2dd3db04-50ba-4452-9c2e-077122d7530d,0,2024-03-16,Product,No
d4e008f1-6e44-48a9-b12d-b94ce6eb65c4,0,2025-01-10,Service,No
0fc78ca0-9f09-442d-993a-3eec4134b9b1,1,2024-12-05,Unknown,Yes
afd8e49f-37b1-4949-abab-79a78a8530cd,0,2024-06-12,Product,Yes
af3eebf5-daf0-4e42-afb0-abb5483c18ba,1,2024-05-16,Price,Yes
71252065-9583-4b82-adfa-31c56655048d,0,2025-02-25,Price,Yes
8530d0f1-10fe-42b2-a8a2-f621624736af,0,2024-10-31,Price,Yes
7fad5deb-c63b-452c-aec4-c0ecda24b4d7,1,2024-04-17,Unknown,Yes
85537675-3eff-4f3d-a299-c5513303100d,0,2024-12-24,Service,No
85a19756-986d-4b15-8c33-c5cb799f64d0,0,2024-03-14,Price,Yes
d80e2b4d-96e3-4856-8424-bbf20c37871c,0,2024-11-02,Service,No
e43b9e5a-006e-445a-b198-b72c1c94414a,0,2024-11-06,Price,No
a1e07223-34ec-46b2-98cb-c8d99a68a8f4,0,2024-04-06,Product,Yes
8038ff95-98a1-42be-ad18-7d9e771e5f04,1,2025-01-13,Product,No
3c2ecc36-8aaa-4cf7-b339-785a6cf9d9d0,0,2024-04-17,Service,Yes
eefb0f1e-2bd7-44db-9300-62fa970533d0,0,2025-01-17,Product,Yes
e3d98386-925b-4425-b25c-6c220c889e8c,1,2025-01-15,Price,No
85c2e964-0262-4075-aedf-4fc98dddaa8b,0,2024-09-23,Service,No
f72272d5-13ab-43d6-81cd-b5a071291f1c,0,2024-09-15,Service,Yes
9d82fa94-7fc8-496a-8d52-cf29a7dc63ce,1,2024-03-29,Price,Yes
bcd7fd97-9351-4b69-af60-1fefd7ab1455,0,2024-06-23,Service,No
c5a1a273-0d96-4aa8-994c-eadc9d6f0558,0,2024-04-29,Price,Yes
51ff3d4f-3ff4-4a45-8906-20a3d9f13866,0,2024-05-24,Product,No
d7d61f6c-c69d-4c50-8738-8a3b434af58f,0,2024-07-01,Product,Yes
4f24e5ec-172e-47e9-b2ad-c6c5cfd77bfc,0,2024-11-10,Price,No
e503579a-ca56-4170-b249-f0e44b030655,0,2024-05-04,Unknown,No
0ed7fdeb-dd99-4cb4-a670-b51ad597d2d7,0,2024-06-02,Price,Yes
7d0a1a87-4a1e-4046-9f4d-bc850ba6c16b,0,2024-12-13,Unknown,Yes
d9be424b-e8e2-4aab-8a71-2d6393514d6d,0,2024-06-18,Service,No
dd7b2dac-572b-422f-9475-47e2582e525c,1,2024-09-24,Price,Yes
202ea0d7-6311-4f3d-ad12-d4e0aeec259d,0,2024-04-21,Service,No
d7997c17-d528-4710-929f-d009661da3ef,1,2024-10-26,Product,Yes
35f56c6d-a583-4f24-848f-f90eea6c34cd,1,2024-12-15,Price,No
91f5daef-313d-4341-96cc-79ae5b758928,0,2024-03-28,Product,Yes
2be87ac5-3492-44a2-b9a1-9ff5c0fa04f5,1,2024-11-27,Service,Yes
731b59f5-3d6e-40e4-9734-2ac201a6c7ed,0,2024-08-29,Price,Yes
64ce3838-0746-43cb-a4e0-ce1fdac4f369,0,2024-04-28,Unknown,Yes
d1199341-f802-4c11-bd0a-3d55243c7d08,0,2024-04-25,Unknown,No
cb41a6d8-6274-4799-bb5d-2aac3f410204,0,2025-01-15,Price,Yes
79dd9c97-4f7a-43f7-82dc-b740c13079d6,0,2024-12-02,Product,Yes
f95fce8c-eccc-4d0d-9f6e-7b9e18ec41d7,1,2024-05-26,Unknown,No
91abe6e8-5984-404c-b35b-115d5dd46b50,0,2024-11-26,Price,No
adacc91d-9686-4fc5-a05c-f2e50ddcf547,0,2024-11-22,Unknown,Yes
74cbbb62-77bf-497d-ac36-3fb1d24a1d4a,0,2024-10-18,Unknown,Yes
c6532a54-c302-4f1e-906f-b8156da0d803,1,2025-01-09,Unknown,Yes
5b98440c-2adb-41b3-b788-6c58234d1f62,1,2024-06-13,Service,Yes
e94221be-50c5-4d3a-af6c-43eac37c3204,0,2024-03-30,Product,Yes
c3bd84c7-da59-4b73-a0d8-2f03707123cc,0,2024-10-12,Price,Yes
0af0f48b-5678-454f-8e07-d89c14bed1ee,0,2024-09-26,Price,Yes
8425780c-0cb0-4dc4-9f2d-d4fac48e587d,0,2024-04-26,Service,Yes
987982ec-c126-42c1-b90c-7f9844121f7d,0,2024-04-20,Unknown,No
1eb90feb-63eb-4b66-a633-0aede2984b7f,1,2025-01-23,Product,No
d05dbe0d-d7ba-4f54-af9e-d558e0d13941,0,2024-04-30,Service,No
0a240f57-f63d-4f68-a5ab-f4520c74baf0,0,2024-08-11,Service,Yes
c95b56a8-31cc-4737-8934-db6002bdff1c,0,2024-03-20,Product,No
66473672-003d-4886-ae3e-264a66581e62,0,2024-06-27,Product,No
59c07f7e-3b56-41f9-90f7-855e65f34873,0,2024-04-05,Service,No
101e1474-b7eb-43a2-af5a-0979ab727ee3,0,2025-01-31,Product,Yes
602a1e60-6a39-4592-9b90-3c7c04ee644a,1,2024-06-03,Price,No
eb0d7d2d-da62-4687-83e2-657bde8c3741,0,2025-01-20,Price,Yes
b9da4e66-304e-4f6f-8826-3d1f4418330e,0,2024-09-09,Product,Yes
b21000f7-29bb-4531-9685-6bc18045d86b,1,2024-06-16,Product,Yes
657aca49-7d5c-4713-b562-c483004433c3,0,2024-07-02,Service,No
09be2025-8b50-4c19-97ec-615db603d7e3,0,2024-03-06,Price,Yes
d61ee28a-1be1-445b-b9fb-73f160220059,0,2024-09-24,Unknown,Yes
e4f04171-598e-46ed-9e9e-72ae6cdd2014,0,2024-07-13,Service,No
a029cdd0-62a3-4a50-b52c-81eebbaf7d89,1,2024-03-27,Price,Yes
dd5a9793-fcd4-4c27-9484-9d7dec2c9695,0,2024-11-08,Price,Yes
813d7246-72e3-4d89-a1af-4f01322fe0e6,1,2025-02-04,Product,Yes
f9c71c10-0236-4373-8a4d-0d2697cd1def,0,2024-09-16,Service,Yes
5cfe23ec-8c3f-4e45-b547-75c2fa54b2e1,0,2024-09-17,Price,No
03d54efd-49dc-4a0e-871d-c734fd44c5a5,0,2025-01-04,Product,No
6a6151df-5f8b-4d99-afd5-0f96337780ee,1,2024-07-22,Unknown,Yes
71cbb7b3-cd0c-4b61-9552-f2c63aacae69,1,2025-01-16,Product,No
8ce63c65-78f4-4931-a6a2-bc03efdcbbcc,0,2024-07-22,Unknown,Yes
69b9b783-cc58-4eb3-97e2-6b77db36107f,0,2024-06-22,Service,Yes
60bce713-3ed2-44f5-ac7d-93f9b291d9ce,0,2024-12-13,Product,No
0fea3524-7cbb-420c-9c2c-8e8192024fd5,0,2024-11-25,Product,Yes
2ad58526-8da8-4026-9b58-7fa2472c97c8,0,2024-03-07,Unknown,No
cb1ef101-bee1-42ac-b711-48c204c0508e,1,2024-08-13,Service,Yes
b3810092-f187-4eb4-8c32-786fd838a588,1,2024-08-27,Product,Yes
bdfb80d5-cb91-4e5f-a0c5-0a75e7745220,0,2024-08-02,Product,No
cfbe6be5-8544-4d2f-a056-e0e1dc4c8208,0,2025-02-10,Unknown,Yes
d1e474dd-6556-45df-b16f-fb98e4ccbbe0,0,2024-10-04,Unknown,No
5775752b-e1de-41bd-b564-f6584d7f8652,0,2024-12-30,Service,No
b47fd0b8-18d1-4690-a163-ea1c4bb7c386,0,2024-06-02,Price,Yes
29f0eba0-36aa-4948-9470-cd2c1cba13cd,0,2024-06-18,Price,Yes
0cba7ad7-f3c1-42dd-9549-7f83a0447b94,0,2024-05-21,Service,No
cb6d1e07-2f53-49d2-b17b-6a771470005f,0,2024-07-14,Service,No
a4413089-0cc6-4e88-a8b7-02a263f8bde3,0,2024-05-15,Price,Yes
0b66e897-07df-4f6e-93ac-988cb3849917,0,2024-09-06,Product,No
e1efb207-3017-4e5b-bbda-87ec48dcfefb,0,2024-07-15,Service,Yes
8d5f6dfb-0fe3-4848-aa5c-1973ef59e8ec,0,2024-10-19,Service,Yes
62d99c0d-e5d5-411d-bb94-bd64b35d22bf,0,2024-11-26,Product,Yes
5a74e0fd-25e0-4ffc-bb75-08d8c52d3bc0,0,2024-10-11,Product,No
87ab1909-ad38-4c9b-84b9-e7828f24ebe7,0,2024-06-19,Service,No
17cc4d72-412c-4329-ad25-00646bfe1fc9,0,2024-10-19,Price,No
66e4e108-f000-4608-90c0-cb21870341e6,1,2024-07-28,Product,No
ae0f1da3-22a3-4c54-bba7-5557118f6c6d,1,2024-06-04,Service,No
ce6b45e9-2a72-4713-b1d3-83f159523811,1,2024-09-11,Unknown,No
4e4df0db-93b6-41ea-b4f0-54a9e3e536c6,0,2024-04-05,Product,Yes
2bcd96c2-f4c7-45d9-a37a-2458a85184d6,0,2025-01-08,Price,Yes
1def9bb2-e1e5-4c59-b314-59c60c80d04f,0,2024-09-16,Unknown,Yes
f17292c1-39d4-4302-89f8-5cfd17d041b2,1,2024-05-04,Price,No
19c10d9d-21e4-4c2f-bfa4-03616264b6a3,0,2024-05-18,Unknown,No
48d7fd1c-b6e0-4d39-acf2-ce6c81d4fc6a,1,2024-03-06,Price,No
9e96e456-1661-4cfd-9798-73d9a3078ce4,0,2025-02-14,Service,Yes
e6e27310-5af6-47f1-ac54-33e346495933,0,2024-11-11,Product,No
73255783-89ec-4570-91f7-8d2c42d4d994,0,2025-01-11,Unknown,Yes
55cd7082-ac18-4f8f-87dc-0cd8f75d2e8b,0,2025-01-23,Product,Yes
b9b39013-c45a-48f7-b54e-0a2ae17fe5b8,0,2024-04-19,Unknown,No
60770d1d-b775-4764-b9dd-241d9e498ab3,0,2024-05-20,Service,No
5a0f7f72-db79-4d75-853b-fa0c46041751,0,2024-12-03,Product,Yes
98549cbf-71d9-49fd-aec5-f649c994ddf0,1,2025-02-25,Product,No
6f996c03-1f92-4d59-a7b8-1538f9c3011c,0,2024-07-30,Price,No
d1f3eb26-f0bd-4bfe-ae31-099d42bc0fa4,0,2024-07-17,Price,No
a447010d-38f2-4a28-838e-4906a2e8c75f,0,2024-10-27,Service,No
aa8fe437-accd-4737-9102-7168c2a60ea9,0,2024-08-09,Unknown,No
b33fbb9e-0d3c-49a1-9c69-9b902c80d9c7,0,2024-06-13,Service,No
f5075eb2-948e-4bf5-a892-0562a35c8504,0,2024-12-23,Service,Yes
9848d847-3a6f-4756-bcfa-8a6fe8052225,0,2024-08-28,Service,No
3d5ee54b-e32b-474a-90ad-476869306b9d,0,2024-09-27,Unknown,Yes
8d8c359d-f8ca-4e1b-ac8f-76225259ec61,0,2024-12-15,Price,No
68a45025-5baa-4156-a762-dd49ac162dd8,0,2024-09-19,Unknown,No
e9fc7e29-0be9-430d-8566-6ae1a8125be2,0,2024-07-27,Price,No
e4468688-3322-4fde-876a-a5d00a0a4949,0,2025-02-09,Unknown,No
eb1f09ea-3146-49f8-b53e-14ec27ac6976,0,2025-01-31,Product,No
a3243e3f-5ac6-4b40-9412-3b2a072a2715,0,2025-02-11,Unknown,No
8ee15635-4090-4217-b5d0-61ba88811adb,1,2024-07-27,Price,Yes
2f98823d-756d-4102-928f-740a0b5fb03a,1,2024-05-17,Service,No
4034b243-59c6-4831-bb7a-a3f8f86c3f2e,1,2024-11-21,Unknown,Yes
9dee40a2-e94f-42a8-894e-0e387d9a2017,0,2025-02-01,Unknown,No
a52faa7b-de99-4879-8bdc-7cea8f697e1b,0,2025-02-07,Unknown,No
f68f69b4-1b78-4d21-8d93-2af1f8a4af11,0,2024-09-24,Unknown,Yes
101b8403-ec65-4849-9fc5-60e15f1e5c05,0,2024-12-21,Price,Yes
fc9102d4-496a-4100-bccc-97c70b6ac69e,1,2024-04-29,Service,No
b079e2ae-642f-43c2-9fe2-3530a3d062c0,0,2024-07-30,Product,No
c72feb7c-6b06-43fc-896f-48f0a080aada,0,2025-02-05,Product,No
bcb7f758-9a8c-482c-afee-a81c7f27db36,0,2024-04-05,Product,No
2f3b8b98-d760-467b-9876-0a4b560ee2e9,0,2024-06-05,Service,Yes
a0d268e7-3f31-4491-a4c2-0df49bc4a349,1,2025-02-19,Unknown,Yes
27be64c0-9637-479f-9f5c-4df13b6dd0aa,0,2024-04-07,Price,Yes
5f546201-b410-45ba-b199-1754582c1062,0,2024-04-13,Service,Yes
4e4bb76e-be36-4ce7-b4f5-c138e51a9123,0,2024-07-07,Price,Yes
1eee764d-c03c-4680-9c9f-a46920193a05,0,2025-02-13,Price,Yes
7f723641-4891-449d-be9c-10870066116e,1,2024-06-03,Unknown,No
2bb22b69-4d2d-46f5-b03b-ac26b987ba23,1,2024-03-21,Unknown,No
65d9b239-e1f8-4065-ab60-e82bfcd97f5a,0,2024-06-06,Price,Yes
f185e6a8-91ed-4d01-a103-cb4239b6b2dd,0,2024-08-15,Product,Yes
e009a3a8-72dc-4469-b364-4ab20d369bc9,0,2024-09-13,Service,Yes
504d22c7-e5dd-4799-b460-b85c2bd8b56a,1,2024-10-01,Unknown,No
79c6b244-4bfe-42e9-87f0-79cd25fa3398,1,2024-11-27,Service,Yes
f2356f48-e082-410f-b571-c74f21c72224,0,2024-07-11,Service,No
684a8624-f63e-458b-ac97-add007a8cfe1,0,2024-09-06,Unknown,Yes
45ad1f7c-b1d6-4c84-9294-641c1ae745c9,0,2024-04-01,Service,No
81081a92-3969-4ed3-9ab6-5f2517cf996a,0,2024-07-29,Service,No
d84f8b93-eca9-4c28-838a-18531300aff8,0,2025-01-10,Service,No
79dc994b-8617-4c69-b017-a9d7d1800bff,0,2024-06-10,Price,Yes
45c35229-6c07-4191-800a-d8dd921d34d0,0,2025-02-13,Unknown,Yes
1f769ec8-98b6-4059-ac3c-b43d6dd743d9,1,2024-11-23,Price,Yes
60487ca4-f411-4f04-be54-3e548983e5c6,0,2024-03-25,Product,Yes
a9306ccc-d2cf-4d01-bcdf-2490a5b72478,0,2024-04-21,Unknown,Yes
c470c196-a552-43e3-8aa1-956644019214,0,2024-10-28,Product,Yes
bff42d33-3250-4e67-8d0b-9dbf9d4284c8,0,2024-03-26,Price,Yes
8c738fef-84c3-4848-9849-df9f20d84eb2,0,2024-07-30,Unknown,No
086d2246-7e98-4273-a4a9-a12675374ebf,1,2024-12-09,Service,Yes
4beb00a3-2a96-453a-b92d-18fcca1fa35c,0,2024-12-03,Product,No
4f1ee051-2b03-4215-99f5-c5fcf37fe3ca,0,2024-08-18,Unknown,Yes
367b3aef-c656-4831-8629-4eb7296adf85,0,2024-11-06,Service,Yes
26a13eca-42da-4703-bde3-3e516a042be6,0,2025-02-15,Price,Yes
09ca471f-4a79-41a3-be3b-706bede3b483,0,2025-01-01,Unknown,Yes
32ab34f6-d65c-4022-97b2-e9c63f643c92,1,2025-02-22,Price,Yes
b586ae33-5139-4aac-9bdb-f0f7d6b5cfef,0,2024-08-24,Service,Yes
1277eeb6-a511-4052-94e5-4d5220ab0b39,0,2024-10-05,Product,Yes
06ff0f4d-e399-44bc-9c8d-2db90c3f2d47,1,2024-12-25,Product,Yes
736c6c17-1279-4035-a3fc-555d06f00b01,0,2024-07-24,Unknown,No
3962a7bd-7aa4-4c8b-a319-c48ee17f00c2,0,2024-04-30,Unknown,Yes
978ed7bf-6173-4e0d-b9b0-af4e410ffa95,1,2024-12-31,Unknown,No
1251fb8d-ab2f-484f-84d5-a069b549b2a9,0,2024-11-27,Product,No
34e85aea-e9c1-4d82-9d5c-b10cc08388d2,1,2025-01-03,Unknown,No
993ed8a3-6c88-4635-9ff5-91d099d8db19,0,2024-04-06,Unknown,No
f39a3d3d-9d9b-40dd-b7fc-41f33b3dbecc,0,2024-09-08,Service,Yes
f9208add-a2d2-4d82-b6a8-e7d50f9e1567,0,2024-09-06,Service,Yes
