Customer ID,Location,Income Level,Social Media Sentiment,Feedback Score,External Service Usage,Churn
d8545822-adf3-47f9-81d9-851a0f6e8e20,Cocos (Keeling) Islands,High,Neutral,5,Yes,No
20933ced-33bf-4e95-ade9-453379d22b2f,Mayotte,Low,Negative,4,No,Yes
78114b16-de3d-4697-9445-da5159bc54b7,Sweden,Low,Negative,9,Yes,Yes
5813fd0a-2ba2-42d1-b8c9-786b149c6519,Togo,Low,Neutral,1,Yes,No
dfa3bfb6-3d03-456c-a270-54d823ea3b17,Georgia,High,Neutral,3,No,No
c0a027cc-5830-4256-ac85-b79d6e951494,Romania,Low,Neutral,2,No,No
71d3ca48-7c9d-4a25-90d2-e2eecb9a5b82,Lao People's Democratic Republic,High,Positive,1,No,Yes
ebb671f8-d2f4-4d6f-b0e7-db62be3f9626,Niue,Low,Positive,2,No,No
eba47761-4bf8-42f9-b526-df62281a72b9,Bangladesh,Medium,Negative,7,Yes,No
c25c3f53-c954-4065-99a8-79461fd752d5,Korea,Low,Negative,5,No,No
f5f3247c-a5fc-4fee-ab4f-4a1e75c6cdb5,Singapore,High,Negative,2,No,Yes
01d6ecf0-21da-4408-af58-7fe67a5c0e1c,Belgium,High,Positive,4,No,Yes
ec412379-49ad-4359-832f-b3d55554f7cf,United Arab Emirates,Medium,Positive,6,Yes,Yes
c866be84-8a05-4134-97ad-c262f5f308b6,Aruba,Medium,Neutral,8,No,No
67377a9c-bb0e-4580-94d2-2aaee88ae5e4,Mayotte,High,Neutral,6,No,No
1a64a23c-d71f-4af2-a56f-1a31e22c44ec,Belarus,Low,Positive,6,Yes,No
cf44b7ba-735c-489d-b854-6ae59c2b5718,Tokelau,Medium,Positive,6,No,Yes
ef9f0d51-cf6a-4957-92a4-d2ff58adc950,Egypt,Medium,Positive,5,No,Yes
bbea4528-6587-4315-9d67-75dc80c884b4,Kazakhstan,Low,Negative,5,Yes,Yes
152ab111-8d00-455c-93b3-83465c9b67c3,Pakistan,High,Neutral,6,No,Yes
fc0c472a-430a-4d42-aba7-69994be15127,Libyan Arab Jamahiriya,Medium,Negative,6,Yes,No
e1863c9c-202e-40db-8a2f-24dd038f7ba1,Gibraltar,Medium,Neutral,1,Yes,Yes
460c74c4-9dab-40f9-a23a-9e228b753094,Nepal,High,Positive,7,No,No
53a3ac8e-be6a-4b2c-ae34-8af692b45ef9,Fiji,Low,Negative,6,Yes,No
73305081-b618-4792-a1c2-3131c9c94c1e,Qatar,Low,Neutral,6,No,Yes
ed74e839-2ab5-4313-b5d8-917d4b8f93fd,New Zealand,Medium,Negative,1,No,No
50078eec-80ad-4340-9ee5-4bde42e2a726,China,High,Positive,7,Yes,Yes
83f2d400-d83e-43e3-b605-812ee1f60540,North Macedonia,Low,Neutral,6,Yes,No
8f32c780-81b0-49c5-a605-d06ea25f79d5,Armenia,High,Positive,2,Yes,Yes
7f4e7941-06db-4000-8837-6b6df5c14a9a,Albania,Medium,Neutral,8,Yes,Yes
473fea32-8b64-4f98-a3bc-bffe7c391f0c,Niue,Low,Negative,8,No,Yes
57351584-e7c0-4481-86d7-9ce686c370e9,Mexico,High,Neutral,7,Yes,No
7f38da04-6078-4d76-9571-9fc58212bf9f,Jordan,High,Negative,7,No,Yes
22de7fa3-8d77-4108-bb22-0819f3026daa,Sri Lanka,Medium,Positive,7,No,Yes
9d7ac4f4-98f3-4eaa-a45e-befe4f98cecf,Poland,Low,Positive,4,No,Yes
50215ad9-54cb-4fae-a7fa-0d7170db75e4,Taiwan,Medium,Neutral,1,No,No
8e91cf85-0e39-4f26-a645-3e191649810a,Denmark,Medium,Positive,9,Yes,Yes
5d86c4da-f96b-4c7c-8561-627a39c4a148,Pakistan,Low,Neutral,1,Yes,No
d3537b1e-86e3-4598-ab17-217b6555c2d3,Algeria,High,Negative,5,Yes,No
1161504f-e123-4cd8-94a5-811d826f17fe,Congo,High,Neutral,9,No,Yes
01d74e4a-e26f-4255-acb3-161991400afc,Ecuador,High,Neutral,2,No,Yes
9ed96687-0f6f-42bb-80e7-8cf5965c6d2f,Zambia,Low,Neutral,5,No,Yes
99f94c5b-d799-40ac-b90d-121bfc601295,Uganda,Medium,Positive,1,No,Yes
8acea506-d95c-4265-8fa1-31036a07a060,Albania,High,Negative,2,No,No
b8b3a1b7-cc0e-40fe-b9fc-75294b2c7d05,Marshall Islands,High,Neutral,1,No,No
c8dd1044-629b-4cd3-b6a8-602426f6acd4,Palau,Low,Negative,3,No,Yes
47ee33e0-f150-42dd-a158-7c58d3b7fd05,Mexico,Low,Positive,4,No,No
b25ee966-2392-4bb5-94d0-43c97c4bab90,Bahrain,Medium,Neutral,1,Yes,Yes
46d104a1-ee1b-4373-936e-c0aea3e5be73,Reunion,Medium,Neutral,1,Yes,No
7c6fc8a3-efc5-407e-a3ab-b68c987267e7,Montenegro,High,Negative,2,No,Yes
0b42820b-e58b-4fd6-9611-7f498725ae8c,Chile,High,Negative,4,No,Yes
7d0f2686-3c05-45d5-ad4c-aaa5f4fd70b1,Svalbard & Jan Mayen Islands,Low,Negative,2,No,Yes
82b75560-1e43-42fa-ab24-159d9a233a39,Costa Rica,Medium,Neutral,2,Yes,No
6837c32e-dde6-4578-8392-1ca598b66e17,United States Minor Outlying Islands,High,Neutral,8,No,Yes
6f1b7e74-7539-403c-a4e4-e8a8811e70c7,Greenland,Low,Negative,8,No,No
147bfd8f-e686-4b19-9a7f-45154d0a7642,Saint Pierre and Miquelon,Medium,Negative,7,No,Yes
452f5aa4-21c0-421f-b3da-e41c7acbbebf,Saudi Arabia,Medium,Negative,4,Yes,No
48622615-5ba8-44e0-aad9-bac421ba6869,Saint Martin,Medium,Positive,7,Yes,No
6077a87f-5e41-4d2b-bb45-f17a63bfd791,Samoa,Low,Neutral,6,No,Yes
440c26ba-6c99-438c-96a3-7c5991d35a33,Saint Kitts and Nevis,Medium,Negative,7,Yes,No
055b6bb8-0eac-49ba-8506-e8499a12a90f,Gambia,Low,Positive,1,Yes,Yes
22816828-760e-4dfc-a57d-29be9b6e93e2,Macao,Low,Neutral,5,No,Yes
76124d1e-db5e-4828-878d-a2711df52028,Central African Republic,Low,Positive,5,No,Yes
d5abc019-f74b-4b02-94f7-da9c654c65c6,Estonia,Medium,Negative,7,No,No
43d26d3e-e988-4c05-8ef8-da496a30f5ad,Bosnia and Herzegovina,High,Positive,4,No,No
98b11601-27b5-463f-bcc2-2460b47e3044,Germany,High,Positive,1,No,Yes
b84b3e92-9a55-4637-8a0b-6baf2feb6891,Saint Helena,Low,Negative,3,No,Yes
2836af53-4838-4602-a1cc-a9b0e6122252,Lebanon,Low,Negative,4,No,Yes
b9c79426-540d-427f-b4cc-ba543edf6925,Equatorial Guinea,High,Neutral,5,Yes,No
3f2d501f-36ea-4f43-8699-60c2dca3686d,Croatia,Medium,Positive,8,Yes,Yes
2cb0c2e8-3133-4607-ab92-4ca8f7c2f665,Equatorial Guinea,High,Negative,8,No,Yes
168399f9-8aca-49bb-a814-532970bd3c30,Malta,High,Negative,2,No,Yes
9bf6214e-cb20-4411-8187-7138ee7a9365,Australia,Medium,Negative,4,No,Yes
5bf6c66a-5dc5-4fb9-aab3-52cfea5d25a4,Hong Kong,Low,Neutral,2,No,Yes
aef87ff2-9afc-4ecc-bddb-0074cd7db7d0,Gabon,High,Positive,5,Yes,No
b053f6c7-5a6e-4ace-b85a-6070e8f5cafe,Serbia,Low,Negative,4,Yes,No
1a91ff24-f76c-4944-a665-81f19aabbca7,Congo,Medium,Positive,2,No,Yes
06969d6c-b8b6-4d78-b989-d1b7ee268164,Equatorial Guinea,Medium,Negative,3,No,No
5513028b-49b8-4e32-958c-93fb3f564a80,Guadeloupe,Medium,Negative,3,No,Yes
6d302212-613b-4dac-83d8-939e129efdba,Belarus,Medium,Positive,7,Yes,No
aac061e5-5dcd-4ac1-a4d7-e1cab095e5ff,Cape Verde,Medium,Positive,4,No,No
c4088b47-eda9-4408-a190-d5056e240039,Lithuania,Low,Neutral,1,No,Yes
e75ef6b5-758c-477a-aaac-f438161f94f1,Jordan,Medium,Neutral,5,Yes,Yes
3dac6bf7-2420-4fc6-b1c4-e7d662607e5b,Honduras,Low,Positive,6,No,No
5ce024a1-c42c-4892-b76d-be77be2b7868,Trinidad and Tobago,Medium,Negative,6,No,Yes
caf66054-31c8-47a2-be4c-a45df8cdd183,Mayotte,Low,Neutral,2,Yes,No
cb4db018-e5ef-4a21-bb90-1d8f85404937,Cuba,Medium,Positive,5,Yes,Yes
8cf53ce4-9fe3-4cb1-866b-7fb10fde9237,Mauritius,Medium,Neutral,4,Yes,Yes
7bd19b88-aa6d-427a-b1c9-c06ed1ddad5d,Ethiopia,Low,Positive,5,Yes,No
914a171f-c1fa-4579-840e-33893c9ab08d,Puerto Rico,High,Negative,7,Yes,No
d2f94090-be8a-4cf8-8084-c5e82eedf225,Kuwait,Medium,Neutral,3,No,No
8f7509ab-5edb-495e-87d5-3fa300d0d3ff,Cameroon,Low,Neutral,8,No,No
e327aed1-cb9c-4995-a061-c3b883a4ea6c,Congo,Low,Neutral,9,Yes,Yes
311c8cc7-7783-4476-93ca-1d2ac669d8d7,British Indian Ocean Territory (Chagos Archipelago),High,Neutral,1,Yes,No
98e34d41-c8a6-47cc-a8d2-fee1cdc7942b,Guinea,Medium,Positive,1,Yes,No
fbd94eff-c5ae-4793-b6ab-d6b57ba9fe7f,Svalbard & Jan Mayen Islands,High,Positive,9,Yes,Yes
c3beaf28-0f87-4ecc-8c49-1a4596276630,Mexico,Low,Neutral,1,Yes,No
a32c29b2-e24e-4d1a-a1c0-dfd33c18f586,Guam,Medium,Negative,2,No,No
a01f845e-d7e1-4110-8a06-737254b4b831,Kenya,High,Positive,3,No,Yes
f7f589fc-124f-4a25-b004-817414ecce01,Pitcairn Islands,Medium,Positive,7,Yes,No
bd45168f-1485-4537-9e7f-191d7f442bc6,Poland,Low,Negative,3,Yes,No
333474bf-c8a3-4e52-af78-227441105834,Vanuatu,High,Neutral,9,Yes,No
0bb1c620-a76a-4f2e-9dd8-db2987edcf9b,Oman,Low,Neutral,2,No,Yes
2481a059-f1eb-4d68-89e9-ffc8cb772820,Kazakhstan,Low,Positive,3,No,Yes
a439b747-16db-4164-afd3-2094120bb809,Western Sahara,High,Negative,9,No,No
b2605f52-5571-49a2-a689-a9fd30099152,Cayman Islands,High,Negative,6,No,Yes
ac5f3cca-67fe-46d8-b414-fc222fa0c83d,Togo,High,Positive,9,No,Yes
04b1a5b6-2d78-4b92-8b79-bdbedf932f17,Equatorial Guinea,Low,Neutral,5,No,No
ae61f694-8dce-4875-a530-dc718ffa1144,Bahrain,Medium,Neutral,4,No,No
9101b48f-a99e-4493-abad-8d2df75d14f7,Liberia,Medium,Negative,2,No,Yes
ef4bbcac-3db0-4fc0-b9c3-5db7da5e0775,Togo,Medium,Negative,1,No,No
01ff312e-0675-4edf-8ad5-c6e2dc4d7cdf,Tanzania,Medium,Negative,5,Yes,No
63c4f1d6-815b-400e-bae1-55344d660307,El Salvador,Medium,Negative,1,No,No
8bf35533-b69d-4d48-a868-f7b4c583ddef,Ghana,Medium,Negative,6,No,Yes
00c3845a-e373-47d1-b236-87b964603272,Panama,High,Negative,6,Yes,No
f281b61a-c182-4ef2-9468-1c20e7c87b88,Mexico,Medium,Negative,7,Yes,Yes
1df17d70-5a6b-4f1e-baed-c28f8b3fad23,Slovenia,Low,Negative,9,Yes,No
55b80603-400e-41b3-978d-7fbb46fb5c26,Suriname,Low,Negative,6,No,Yes
4d29a792-e463-4ee9-8021-7cc7f0adcd03,Hungary,Medium,Positive,3,No,Yes
cdfc81e5-39e8-4420-a49e-8a63586c645e,Lesotho,Low,Neutral,8,No,Yes
e8a55b8f-35e2-48b7-a794-ff8c208ccb22,Andorra,Low,Positive,5,No,No
2f391796-4111-433e-a08d-98211d533c31,French Polynesia,Medium,Positive,8,Yes,Yes
dce95904-428f-42a4-9a0d-db7f289c34d9,Puerto Rico,High,Negative,8,Yes,No
f4ce9a43-8fa1-444b-ad6f-a8634ad45b03,Netherlands,High,Negative,3,Yes,Yes
944cc01b-b31c-40ab-bbdd-ea9fdc7d6540,Australia,Medium,Negative,7,No,Yes
d2756205-fead-4288-8ef7-fa600fd3b12d,Malawi,High,Positive,4,No,No
b20ba8d8-cbb2-416f-850c-1abec93939c8,Slovenia,High,Negative,9,No,Yes
2a8bfe87-0f55-4456-9a63-56aee6f421da,Seychelles,Medium,Negative,7,Yes,No
91ce70ab-bb4e-4a4f-87a0-6b91673a25be,Namibia,Low,Neutral,2,Yes,Yes
d5247505-1c34-4c3c-ae04-5d803000a3e3,Haiti,High,Negative,1,No,Yes
dca7f4ac-dcab-4903-aba5-cbdfbb09a132,Trinidad and Tobago,Medium,Neutral,6,Yes,No
401235c2-9216-46c2-ac3b-9fdbe2203036,Saint Vincent and the Grenadines,Low,Positive,6,No,No
c9e1bc18-ccf9-4f6a-922c-520bcbc1c764,Guatemala,High,Neutral,5,Yes,Yes
c6fcaa22-70d3-43a4-a99f-b42ea8490bb1,Gambia,Medium,Negative,2,Yes,No
b0267928-aff6-40ee-941a-228ba903e900,Estonia,High,Negative,9,No,No
3f73a216-b4ff-4b4f-a30d-e22cde7eb880,Estonia,High,Neutral,6,No,Yes
4dabe385-5b87-4f32-8b98-9ee5951feaf9,Niue,Medium,Neutral,4,Yes,No
895b5b43-6535-4893-82ad-250dbc7b7209,Turkey,Low,Negative,7,No,Yes
3eef94e4-55ab-448d-bb20-ed7e79fb6f1a,Malaysia,Medium,Neutral,9,Yes,No
e88abe1e-a119-488e-b57e-5f5766670ffa,Northern Mariana Islands,Low,Neutral,8,Yes,Yes
0f033718-2305-4ed4-8595-c57f1b5cafa4,Brazil,Medium,Negative,1,No,No
cbc9f443-ad43-4b90-8b1d-7880e4b7e513,Bouvet Island (Bouvetoya),Medium,Positive,3,No,Yes
f0a46fb2-d3a0-400c-810c-7354964b02cf,Argentina,High,Positive,2,Yes,No
2355a18d-9d06-4293-ba8f-0b9014e599b5,Nauru,Low,Negative,3,No,No
265d2b57-f67e-4d5f-99ff-1930d10dc819,Uganda,Low,Neutral,5,Yes,Yes
1261da72-b07a-4e8e-9d67-a92e0ad01228,Seychelles,Low,Positive,6,No,No
a251f774-d41a-4538-993d-7256f95d0b6c,Honduras,High,Neutral,3,Yes,Yes
b2d91118-c129-4b4b-9deb-65f313206e08,Chad,Medium,Negative,2,No,No
8a16a381-1872-472b-8793-76d14b5d139f,American Samoa,High,Neutral,5,No,No
caf118ec-5ad1-4241-bf9b-caf6c71dee38,Equatorial Guinea,Medium,Positive,4,No,Yes
fe01368e-c75a-42f9-ba18-1261a08e2617,Argentina,Medium,Neutral,5,No,No
293f7102-ae2f-4c8d-a5b8-a76ffb9f33db,Rwanda,Medium,Positive,4,Yes,Yes
1af114d4-83af-49e9-a065-ef03a32bba3c,Norway,Medium,Neutral,4,No,No
2953c42c-dd67-4ba9-ac14-c42617e0b9a9,Ireland,Medium,Positive,8,No,No
de7126cc-0016-4140-97f6-cdffe14c2694,Togo,High,Neutral,6,No,Yes
f895ef22-faae-4ea7-b6da-71cdeaae4b0c,Serbia,Low,Positive,2,No,No
367957e4-6907-41d2-9925-3ffd9956fddf,Timor-Leste,Medium,Positive,3,No,No
9b7dae8a-fea4-4c53-9986-e3caf41641aa,Uganda,High,Negative,8,No,Yes
53fec700-fb60-48a3-91a1-c49e2168b650,El Salvador,High,Neutral,1,No,No
83bcafed-a1d4-4df7-bc25-c9a164b8721d,Lao People's Democratic Republic,High,Positive,6,Yes,No
055f5604-7f20-4257-8346-489c5bcaf462,Martinique,High,Neutral,3,Yes,Yes
1ac0231b-42c7-4943-a7bf-d390aa8ed29d,Guernsey,High,Neutral,9,Yes,Yes
f1a2be60-f3ab-4c77-9a4f-b06c932cfb79,Samoa,Medium,Negative,1,No,No
7dfee35a-6b03-4dd7-825d-fa9044836f6a,Algeria,Low,Positive,2,No,Yes
9f1e22a4-1041-464e-9cdd-1e387f953419,Liberia,Medium,Positive,6,Yes,Yes
963f55cd-9beb-485d-9ee7-24eec7684f38,Japan,Medium,Neutral,4,Yes,Yes
9987ca4f-1c72-4b53-92eb-e00fbc24f4a0,Congo,Low,Negative,1,Yes,Yes
a8a33429-373b-4db2-a1aa-3b7918ec86ad,Sweden,Medium,Positive,4,Yes,Yes
1467ff22-955a-453a-81ef-d320c7a761b1,Azerbaijan,Low,Positive,2,No,No
1c0df5ef-c078-4a37-a14c-4491792ffe43,Kiribati,Medium,Neutral,9,No,No
c33d1c56-3573-4a32-89e0-d7f6946866b0,Canada,Low,Positive,7,No,No
7301e233-7867-4428-ae6b-ae4d20d6877d,Suriname,High,Neutral,6,Yes,No
5a0f0a12-8f5b-4399-8ac3-e3ce3b66219b,Haiti,Low,Positive,9,Yes,Yes
4cc62d6a-cd5c-4ac9-b575-08df84ca8bad,Faroe Islands,Medium,Positive,8,Yes,No
9c51770e-c33c-4782-82fd-947cf8183915,Montserrat,Medium,Negative,2,No,Yes
f87e6d3c-bad7-41c9-b7de-a40848b700fe,Marshall Islands,Low,Positive,3,No,No
eb0ec1aa-e8f8-4cf0-a3d7-246fa6d17f48,North Macedonia,High,Positive,7,Yes,No
c2f9b2bf-00cb-4eaa-bb6b-237da34e6811,Nepal,Medium,Negative,4,No,No
8f4ee04e-01e1-4a0a-ad30-773fbe9e10ba,Bahamas,High,Positive,6,No,Yes
2c23e488-8a4c-4c57-9f67-ba0579fc32b7,Nauru,Low,Neutral,9,Yes,Yes
195fd107-115d-4441-b105-56a1788b04b3,India,Low,Neutral,7,No,Yes
03778c4b-f150-4ca7-9719-90f5a9dc4d93,Equatorial Guinea,Low,Negative,3,No,No
b8ca8323-1d6a-40bd-a414-f81ab959bd31,Liberia,High,Positive,6,Yes,No
64942c2a-e077-4b39-abab-efd6f7da0cd5,Brazil,High,Negative,7,Yes,Yes
a8b2d529-3cab-4829-9b08-289c52ad14e3,Antarctica (the territory South of 60 deg S),Low,Negative,1,No,Yes
0c5c2c75-7785-4ef0-9ed6-6e72e5b642ed,Pakistan,Low,Positive,7,Yes,No
91ec7767-e9bb-4fd5-871b-295ecc79979e,Korea,Low,Positive,5,No,Yes
47d73206-c1ba-46c6-aeca-922a88a7b43f,Andorra,High,Positive,7,Yes,Yes
8f90a645-ae51-497e-bd8d-22d9e6855478,Chile,High,Negative,7,No,No
f9a7191e-098c-47c0-9ff7-b7c33719746e,Panama,High,Negative,6,No,No
9e17f1e5-7589-4faa-8dca-286049a752dd,Cote d'Ivoire,Low,Negative,3,No,Yes
90464d42-ad97-4825-b5b3-cb783e99cee5,Brazil,High,Positive,9,Yes,Yes
ca5413be-2319-4b5c-b1c9-bc565e1f16ac,Morocco,Medium,Negative,5,Yes,Yes
c60d359e-c1b4-459f-957c-115651ef8420,Spain,High,Negative,9,Yes,No
4f558043-e687-4298-964b-5b15eed1e64d,Benin,High,Positive,3,No,Yes
da63cbe4-7212-4810-9d01-15a69e5f333b,Hong Kong,Medium,Positive,7,Yes,No
39c37a16-9331-4f66-bd52-de3240b881fc,Burkina Faso,High,Negative,5,Yes,Yes
f2acb713-a263-4098-b9b5-6d813ee2e98d,Barbados,Low,Neutral,7,No,Yes
49552571-b4a9-4280-adcf-0996ee0a2ea0,Micronesia,Medium,Negative,8,No,No
9610ff6f-2cd1-437c-86cd-2e875fb4c54f,Saint Kitts and Nevis,Low,Neutral,8,No,No
70c6ca9f-b35d-43cb-8984-ab0de62e5c93,Moldova,Medium,Negative,5,Yes,No
08818e48-156f-4a62-a921-68bbe4c06138,Norfolk Island,High,Neutral,5,No,No
cba8fd10-694a-4175-9ae0-9b2cb6056d38,Libyan Arab Jamahiriya,Medium,Positive,8,No,Yes
40829125-be75-4b8c-99d8-f6e93cf7b053,French Polynesia,High,Positive,6,Yes,Yes
0407a93d-61a4-4a0d-8f0c-d4b153f1290f,American Samoa,High,Negative,6,Yes,No
6cbc7232-80a5-46f1-8ef3-a68cab324e03,Antigua and Barbuda,Low,Positive,2,No,No
130c18f9-3a03-4534-8216-a763a63f9df0,Martinique,Medium,Negative,7,No,Yes
dbb76c80-0ab2-4349-814f-3b16a1eb11e6,Tuvalu,Medium,Negative,7,Yes,Yes
c4315e2e-4add-425c-bc49-3768e6ba284c,Portugal,High,Positive,6,Yes,No
6c507a4c-da08-40bb-bcec-67796a3ef3f5,Vietnam,Low,Neutral,2,No,No
b9594211-0aad-47c3-b82a-058a91e5129b,Germany,Low,Negative,5,No,Yes
087a82ff-4bda-4bae-816e-590b6c21124f,Timor-Leste,High,Neutral,6,No,Yes
2dd51475-0966-4a20-989a-7794af62d61f,United States of America,Low,Neutral,4,Yes,Yes
40a103f1-89d1-4348-81bb-127884b23168,South Africa,Low,Positive,6,No,No
14dde097-8039-4da3-9dca-6d15757e4fe1,Cuba,High,Negative,5,Yes,No
67e4a086-8dd4-4716-8d66-79f7c3d9d5f1,Spain,Low,Positive,9,Yes,No
aac1fefc-6b6d-4c67-ac9c-87edb1833b05,Reunion,High,Negative,6,Yes,Yes
93613a0c-27a8-4bb4-b845-0b38804f3d27,Liechtenstein,Low,Neutral,1,No,Yes
ffbddb57-9eba-4b81-be9f-04eac9baa011,Norfolk Island,High,Negative,1,No,No
4ab97334-1504-4479-9eaa-c85facae1a44,Faroe Islands,Medium,Neutral,2,Yes,No
a0ebace2-106a-4313-ab09-8a6f3876d521,Palau,Low,Positive,2,Yes,No
f15d8bc0-e0c8-494e-a9fd-3b48df32676b,Somalia,Low,Positive,4,Yes,No
72d2bf76-4ea2-4baa-99b9-d0188d61d5d9,Mozambique,Low,Positive,2,Yes,No
da6721c6-6b79-41df-a357-379c1bda072b,Austria,Low,Negative,8,No,Yes
167d8b25-5e20-442b-a308-460084bd104f,Niger,Low,Negative,8,Yes,Yes
f551fdd6-e1d6-48a4-b11c-8c5e3eb22545,Guernsey,High,Positive,2,No,Yes
def41491-a75e-4ed9-9e13-5048871c7723,Mozambique,Low,Negative,9,No,No
1125c3bc-44c2-47c5-a82b-8de9de6662c8,Saint Barthelemy,High,Negative,9,Yes,No
80813972-6181-4cc3-86d3-1ca986bbb5dc,Montserrat,Medium,Negative,9,Yes,Yes
5aaaaafb-1cbe-437c-9234-c5ef0a50671b,Slovenia,Medium,Neutral,9,Yes,No
61ad2290-6834-4a39-a4eb-dd14d85ad495,Cook Islands,High,Negative,7,Yes,No
8159dec3-5dae-4ed8-9013-556a13038eb0,Heard Island and McDonald Islands,Medium,Positive,9,Yes,Yes
bed6e836-5e3c-486c-b3b3-b15615ce48b8,Djibouti,High,Positive,8,Yes,No
d76022f0-8958-4252-b9b9-39030893695d,Germany,Low,Negative,8,No,No
487634ce-1799-4dc0-8c97-a3dab726826b,Turks and Caicos Islands,High,Neutral,7,No,No
0af0be19-a306-473a-ab23-ef82216bb0d4,Benin,Medium,Neutral,2,Yes,Yes
b9af5522-e8db-4015-b463-3ccc32db50d5,Finland,High,Neutral,2,No,Yes
0f36f112-be68-44a8-aa6c-d8f5dcef7b2b,Jordan,Medium,Positive,8,No,No
628e7d2c-9c2a-44ad-88a0-5b97188605d2,Barbados,High,Positive,2,Yes,Yes
f8b80935-50a6-4b3f-a294-90ececadee27,Kuwait,Medium,Negative,2,Yes,Yes
2e52454d-dd5f-4a9d-99c8-7093de04426b,Bouvet Island (Bouvetoya),Low,Negative,7,Yes,No
deca9488-6be6-4181-bdee-04d933eaeb8a,San Marino,High,Negative,7,Yes,Yes
e206a4e1-5925-4dc7-9f31-64b914d1c8cf,Bangladesh,Low,Neutral,1,Yes,Yes
972b37c9-3eb0-471c-ba77-638bd27b669a,Lesotho,Low,Negative,7,Yes,No
7c9db0a2-7d85-4665-94ae-3fb336197710,Colombia,Low,Negative,5,No,Yes
e1bf0dc1-b2a4-41ee-b675-9434fbe5d7cf,Belarus,Medium,Negative,5,No,Yes
cc089fda-a115-49ec-a31d-484977a5af73,Hong Kong,Medium,Negative,2,Yes,No
85c75179-8de2-4da3-aee9-bb4f1a678720,Saint Helena,Low,Negative,6,Yes,No
a19779e1-2171-4e03-9080-8b10e016a688,Thailand,High,Positive,4,Yes,No
bb77ece2-3b55-4af7-a107-f2904a053700,Jersey,Medium,Positive,7,Yes,Yes
9f100f37-946d-4db3-9c4e-9153eb17a4af,Gibraltar,Medium,Neutral,2,Yes,No
b5f0d44c-bfb9-443c-be6b-a696bbf1f834,Korea,Low,Neutral,8,Yes,No
17bec97d-39e0-486e-9a4a-edd09ee5397d,Vanuatu,Medium,Neutral,5,No,No
c50811b0-78d6-43e6-b629-61ede37d2fe1,Puerto Rico,High,Positive,8,Yes,Yes
830a1cfd-e31d-4113-96b3-47d8db4a1107,Armenia,Medium,Positive,7,Yes,Yes
bd43c239-2d9f-4603-9bde-9ecfd9fa2f61,Falkland Islands (Malvinas),Medium,Negative,3,No,No
212f8022-975a-431b-b7c6-18329d9f4adb,United States Virgin Islands,High,Neutral,9,Yes,Yes
e7048ef9-4195-433b-ab5d-a23fe2d510c5,Uganda,High,Negative,9,No,Yes
